TransactionID,CustomerID,CustomerName,CustomerDOB,CustAccountBalance,LoanAmount,CustomerEmail,CustLocation,TotalAmountPaid,LoanDuration,LoanRate,LoanSanctDate,LastCycleDate,IssuerBank,LoanEndDate,RemainingLoan
5400503,508985,Navya Baria,17-08-1985,424310,3874912,navya.baria@gmail.com,Odisha,791883,15,6.6,07-02-2020,07-03-2022,ICICI,03-02-2035,3083029
5400504,532075,Amira Sood,23-02-1988,833227,3401301,amira.sood@gmail.com,Nagaland,153041,20,7.2,07-10-2020,15-03-2022,AXIS,02-10-2040,3248260
5400505,487125,Madhup Mandal,05-10-1985,584472,3190163,madhup.mandal@gmail.com,Odisha,304765,10,5.9,01-01-2019,07-03-2022,CANARA,29-12-2028,2885398
5400506,503625,Adah Krish,11-01-1989,100397,3345943,adah.krish@gmail.com,Gujarat,412525,20,6.3,27-03-2020,07-03-2022,PNB,22-03-2040,2933418
5400507,409203,Samarth Tandon,19-10-1986,787424,1777501,samarth.tandon@gmail.com,Karnataka,733457,10,6.7,03-09-2019,01-03-2022,PNB,31-08-2029,1044044
5400508,475429,Prisha Sundaram,06-04-1991,733265,2999905,prisha.sundaram@gmail.com,Maharashtra,334639,20,6.9,13-09-2020,01-03-2022,CANARA,08-09-2040,2665266
5400509,509670,Alia Jayaraman,14-07-1994,493645,4711599,alia.jayaraman@gmail.com,Kerala,710690,15,7.7,18-05-2019,07-03-2022,PNB,14-05-2034,4000909
5400510,514700,Gokul Raju,28-03-1992,357670,3122358,gokul.raju@gmail.com,Odisha,286321,15,7.3,04-07-2018,07-03-2022,CITI,30-06-2033,2836037
5400511,458714,Aarav Bhasin,29-07-1987,649503,1606372,aarav.bhasin@gmail.com,Tamil Nadu,356538,5,6,16-02-2019,01-03-2022,SBI,15-02-2024,1249834
5400512,449541,Saksham Wason,04-09-1992,301911,2285030,saksham.wason@gmail.com,Chhattisgarh,319417,5,7.7,03-10-2019,01-03-2022,IDBI,01-10-2024,1965613
5400513,536446,Krish Khare,11-02-1984,341166,2629948,krish.khare@gmail.com,Tripura,335534,5,5.9,19-12-2019,21-03-2022,CANARA,17-12-2024,2294414
5400514,427478,Nehmat Sarin,02-10-1990,139584,2509100,nehmat.sarin@gmail.com,Tripura,395221,20,7,08-08-2018,07-03-2022,CANARA,03-08-2038,2113879
5400515,547136,Pari Bandi,26-10-1987,635733,1526562,pari.bandi@gmail.com,Manipur,519094,5,7.7,21-09-2018,01-03-2022,IDBI,20-09-2023,1007468
5400516,502029,Parinaaz Jain,24-04-1983,731634,3299475,parinaaz.jain@gmail.com,Tamil Nadu,592946,10,7,16-06-2019,07-03-2022,CANARA,13-06-2029,2706529
5400517,568013,Kanav Kohli,19-02-1987,802761,3369753,kanav.kohli@gmail.com,Sikkim,817076,10,6.9,16-02-2019,07-03-2022,ICICI,13-02-2029,2552677
5400518,428439,Aarna Rajagopalan,18-02-1988,125463,3226534,aarna.rajagopalan@gmail.com,Himachal Pradesh,790189,15,7.6,28-05-2019,01-03-2022,CANARA,24-05-2034,2436345
5400519,502845,Lavanya Hegde,30-10-1991,520773,1045822,lavanya.hegde@gmail.com,Andhra Pradesh,766785,15,6.3,01-08-2018,07-03-2022,HDFC,28-07-2033,279037
5400520,537100,Ela Mannan,15-04-1984,708938,2709112,ela.mannan@gmail.com,Tamil Nadu,209760,5,8.1,23-12-2019,07-03-2022,CITI,21-12-2024,2499352
5400521,588084,Adira Issac,23-11-1991,509643,2990357,adira.issac@gmail.com,Goa,280296,10,6.3,05-09-2020,01-03-2022,AXIS,03-09-2030,2710061
5400522,457870,Jivin Tandon,18-09-1994,203480,3473935,jivin.tandon@gmail.com,Goa,613787,20,7.5,09-06-2019,15-03-2022,HDFC,04-06-2039,2860148
5400523,466674,Ela Rout,25-07-1989,228383,3191236,ela.rout@gmail.com,Bihar,590682,5,7.8,31-08-2020,15-03-2022,SBI,30-08-2025,2600554
5400524,533438,Aaryahi Bandi,12-03-1995,150052,2412439,aaryahi.bandi@gmail.com,Manipur,463113,20,7.3,08-05-2020,21-03-2022,CITI,03-05-2040,1949326
5400525,588196,Prerak Loyal,12-08-1982,962005,1808620,prerak.loyal@gmail.com,Tripura,765430,5,7.2,06-01-2019,01-03-2022,HDFC,05-01-2024,1043190
5400526,531978,Misha Desai,29-10-1982,328636,3537206,misha.desai@gmail.com,Kerala,750146,10,5.8,13-04-2020,15-03-2022,HDFC,11-04-2030,2787060
5400527,493324,Tarini Divan,03-09-1985,620006,4549627,tarini.divan@gmail.com,Chhattisgarh,573664,10,7.2,04-05-2020,07-03-2022,SBI,02-05-2030,3975963
5400528,469743,Prerak Batta,12-09-1988,822263,4158664,prerak.batta@gmail.com,Chhattisgarh,216758,10,6.8,07-07-2019,01-03-2022,HDFC,04-07-2029,3941906
5400529,511218,Alisha Bala,20-10-1993,831554,1784348,alisha.bala@gmail.com,Jharkhand,740149,10,7.1,22-08-2020,21-03-2022,ICICI,20-08-2030,1044199
5400530,537960,Divij Ganguly,09-03-1986,862001,1825931,divij.ganguly@gmail.com,Arunachal Pradesh,668086,20,7.3,06-04-2019,01-03-2022,ICICI,01-04-2039,1157845
5400531,518349,Parinaaz Seth,20-06-1988,670382,4753773,parinaaz.seth@gmail.com,Andhra Pradesh,684875,20,6.1,05-06-2020,07-03-2022,IDBI,31-05-2040,4068898
5400532,477284,Reyansh Sehgal,08-06-1986,126728,2316436,reyansh.sehgal@gmail.com,Kerala,759751,15,7.7,13-09-2020,07-03-2022,HDFC,10-09-2035,1556685
5400533,424642,Neelofar Mahajan,25-01-1992,715772,4054061,neelofar.mahajan@gmail.com,Tripura,192390,10,7,16-11-2020,15-03-2022,SBI,14-11-2030,3861671
5400534,407395,Vritika Warrior,19-10-1985,584108,4667822,vritika.warrior@gmail.com,Arunachal Pradesh,762880,20,6.6,24-05-2019,21-03-2022,CANARA,19-05-2039,3904942
5400535,533363,Ira Bhatia,31-07-1984,816860,3389044,ira.bhatia@gmail.com,Meghalaya,735027,15,7.4,23-07-2018,07-03-2022,IDBI,19-07-2033,2654017
5400536,546374,Jiya Barad,21-02-1989,593501,4669319,jiya.barad@gmail.com,Arunachal Pradesh,166564,15,6.4,17-02-2021,01-03-2022,SBI,14-02-2036,4502755
5400537,488105,Ira Mall,30-04-1982,383995,2018153,ira.mall@gmail.com,Karnataka,209145,10,6.6,20-08-2018,21-03-2022,ICICI,17-08-2028,1809008
5400538,496150,Shaan Badami,24-04-1996,291554,4995321,shaan.badami@gmail.com,Tripura,843853,15,6,19-03-2020,21-03-2022,HDFC,16-03-2035,4151468
5400539,423853,Sana Karan,10-10-1987,427176,2580632,sana.karan@gmail.com,Sikkim,431312,15,7.3,14-01-2019,15-03-2022,PNB,10-01-2034,2149320
5400540,482834,Nirvi Brahmbhatt,21-08-1984,697824,1592802,nirvi.brahmbhatt@gmail.com,Uttarakhand,286896,15,6.7,09-10-2019,15-03-2022,PNB,05-10-2034,1305906
5400541,496646,Keya Tank,10-05-1996,490096,3089044,keya.tank@gmail.com,Uttar Pradesh,490081,15,6.6,15-08-2020,07-03-2022,AXIS,12-08-2035,2598963
5400542,430145,Tanya Sood,08-10-1989,839936,1921440,tanya.sood@gmail.com,Telangana,621327,5,6.3,29-03-2021,01-03-2022,SBI,28-03-2026,1300113
5400543,492726,Shalv Bhatnagar,28-07-1985,606676,4565213,shalv.bhatnagar@gmail.com,Madhya Pradesh,687780,10,7.1,31-08-2018,01-03-2022,PNB,28-08-2028,3877433
5400544,509697,Vihaan Thaman,01-03-1986,579218,1931175,vihaan.thaman@gmail.com,Karnataka,762231,15,7.2,07-11-2019,21-03-2022,ICICI,03-11-2034,1168944
5400545,556224,Jayesh Shetty,13-04-1995,509916,3201076,jayesh.shetty@gmail.com,Kerala,453811,10,6.4,09-10-2020,01-03-2022,PNB,07-10-2030,2747265
5400546,505746,Baiju Singhal,30-08-1989,240510,1091714,baiju.singhal@gmail.com,Madhya Pradesh,627586,20,6.5,28-09-2018,15-03-2022,HDFC,23-09-2038,464128
5400547,536547,Faiyaz Mandal,27-11-1991,271084,3445978,faiyaz.mandal@gmail.com,Mizoram,291394,15,7.6,02-03-2020,07-03-2022,SBI,27-02-2035,3154584
5400548,494723,Samiha Aggarwal,10-07-1994,147411,2045792,samiha.aggarwal@gmail.com,Tripura,599440,20,6.6,26-07-2018,01-03-2022,CITI,21-07-2038,1446352
5400549,527510,Nirvi Sarma,30-12-1984,912751,2333760,nirvi.sarma@gmail.com,Goa,711059,10,7.4,29-08-2020,07-03-2022,HDFC,27-08-2030,1622701
5400550,469887,Kavya Kala,10-01-1989,467719,1899167,kavya.kala@gmail.com,Haryana,827089,20,8.1,23-08-2018,15-03-2022,SBI,18-08-2038,1072078
5400551,400255,Zaina Dugar,06-03-1997,464872,3998854,zaina.dugar@gmail.com,Arunachal Pradesh,823941,10,7.6,21-09-2018,15-03-2022,CANARA,18-09-2028,3174913
5400552,596457,Anaya Wali,12-03-1994,231898,1142022,anaya.wali@gmail.com,Punjab,170951,5,7.6,18-11-2018,21-03-2022,SBI,17-11-2023,971071
5400553,423129,Hrishita Dhaliwal,03-07-1995,260980,2416499,hrishita.dhaliwal@gmail.com,West Bengal,706560,20,7.9,09-06-2020,21-03-2022,SBI,04-06-2040,1709939
5400554,573670,Nakul Rajagopalan,04-07-1984,389846,2309593,nakul.rajagopalan@gmail.com,Gujarat,801859,20,6.8,15-09-2018,01-03-2022,CANARA,10-09-2038,1507734
5400555,574594,Piya Kakar,10-05-1995,293868,4387176,piya.kakar@gmail.com,Odisha,260606,20,6.5,02-06-2019,15-03-2022,AXIS,28-05-2039,4126570
5400556,544023,Vritika Bhalla,22-09-1985,181080,1265624,vritika.bhalla@gmail.com,Kerala,785394,20,7.1,04-04-2021,01-03-2022,ICICI,30-03-2041,480230
5400557,457380,Tara Chaudry,25-02-1985,938328,3002112,tara.chaudry@gmail.com,Maharashtra,295065,20,5.8,03-03-2021,21-03-2022,HDFC,26-02-2041,2707047
5400558,550309,Purab Dhaliwal,25-02-1995,941946,4928931,purab.dhaliwal@gmail.com,Haryana,364894,20,6.6,20-01-2019,01-03-2022,PNB,15-01-2039,4564037
5400559,416912,Jivika Shere,19-05-1982,306472,1124422,jivika.shere@gmail.com,Tamil Nadu,663742,5,5.8,19-02-2021,21-03-2022,IDBI,18-02-2026,460680
5400560,522085,Amani Mani,28-01-1983,646646,4625160,amani.mani@gmail.com,Rajasthan,194721,10,7.5,09-02-2020,15-03-2022,PNB,06-02-2030,4430439
5400561,565534,Tara Manda,24-08-1984,922414,4916788,tara.manda@gmail.com,West Bengal,172110,20,6.1,11-02-2020,15-03-2022,CITI,06-02-2040,4744678
5400562,428577,Indrans Chowdhury,06-03-1992,495996,1602918,indrans.chowdhury@gmail.com,Tamil Nadu,322295,15,7.7,10-01-2019,21-03-2022,AXIS,06-01-2034,1280623
5400563,499206,Aniruddh Saraf,07-02-1995,245555,4190247,aniruddh.saraf@gmail.com,Uttar Pradesh,465313,10,7,03-11-2019,21-03-2022,CANARA,31-10-2029,3724934
5400564,409137,Diya Manne,20-01-1993,382202,3486746,diya.manne@gmail.com,Gujarat,391848,20,5.8,09-02-2021,07-03-2022,SBI,04-02-2041,3094898
5400565,547441,Nirvaan Soman,15-01-1997,642810,4841197,nirvaan.soman@gmail.com,Nagaland,263846,10,8.1,04-10-2018,01-03-2022,AXIS,01-10-2028,4577351
5400566,467629,Samarth Mane,15-04-1982,904044,1612147,samarth.mane@gmail.com,Andhra Pradesh,834426,5,7,11-04-2021,21-03-2022,IDBI,10-04-2026,777721
5400567,487652,Piya Amble,01-03-1990,240790,4477412,piya.amble@gmail.com,Andhra Pradesh,262506,15,6.9,07-11-2018,15-03-2022,AXIS,03-11-2033,4214906
5400568,548816,Anahi Bedi,22-10-1985,359984,4654823,anahi.bedi@gmail.com,Assam,659147,20,6.7,04-02-2021,01-03-2022,HDFC,30-01-2041,3995676
5400569,576420,Kiaan Luthra,01-04-1989,541150,4437935,kiaan.luthra@gmail.com,Jharkhand,526119,10,7.5,16-11-2019,07-03-2022,CITI,13-11-2029,3911816
5400570,558405,Manjari Walia,30-05-1982,735049,1020351,manjari.walia@gmail.com,Arunachal Pradesh,451094,10,6.1,19-02-2021,21-03-2022,AXIS,17-02-2031,569257
5400571,466667,Mamooty Bhatnagar,14-07-1993,402287,3057899,mamooty.bhatnagar@gmail.com,Gujarat,565046,10,6.7,09-03-2020,01-03-2022,CITI,07-03-2030,2492853
5400572,421203,Tarini Koshy,02-12-1990,749992,2696060,tarini.koshy@gmail.com,Meghalaya,192926,5,6.1,10-10-2018,21-03-2022,SBI,09-10-2023,2503134
5400573,469036,Sara Deshmukh,06-02-1995,762565,3352786,sara.deshmukh@gmail.com,Gujarat,391295,5,7.1,04-10-2018,21-03-2022,PNB,03-10-2023,2961491
5400574,535545,Anay Ramakrishnan,09-12-1991,776692,4420471,anay.ramakrishnan@gmail.com,Telangana,454508,20,5.8,19-10-2018,01-03-2022,PNB,14-10-2038,3965963
5400575,536408,Tejas Ahuja,12-12-1995,996983,1842382,tejas.ahuja@gmail.com,Jharkhand,661204,5,7.2,10-02-2021,21-03-2022,ICICI,09-02-2026,1181178
5400576,425986,Alia Singh,17-10-1993,490314,3233787,alia.singh@gmail.com,Himachal Pradesh,519754,5,6.4,11-10-2019,15-03-2022,IDBI,09-10-2024,2714033
5400577,422360,Aaryahi Garde,13-05-1995,852578,4554831,aaryahi.garde@gmail.com,Bihar,529028,10,7,02-01-2020,15-03-2022,HDFC,30-12-2029,4025803
5400578,572409,Jhanvi Keer,03-08-1983,506884,4856498,jhanvi.keer@gmail.com,Tamil Nadu,268488,5,6.8,14-11-2019,21-03-2022,CITI,12-11-2024,4588010
5400579,556403,Faiyaz Bhatnagar,17-02-1994,870165,4837611,faiyaz.bhatnagar@gmail.com,Bihar,186975,10,7.4,07-01-2019,01-03-2022,CITI,04-01-2029,4650636
5400580,424566,Nitara Banik,08-11-1982,338149,2550859,nitara.banik@gmail.com,West Bengal,475390,5,6.9,08-08-2020,07-03-2022,IDBI,07-08-2025,2075469
5400581,429778,Ela Madan,23-09-1985,959092,4032841,ela.madan@gmail.com,Meghalaya,616841,15,6,16-10-2020,21-03-2022,CITI,13-10-2035,3416000
5400582,562588,Shanaya Sunder,27-08-1990,510813,2934867,shanaya.sunder@gmail.com,Maharashtra,153873,10,7,16-04-2018,15-03-2022,AXIS,13-04-2028,2780994
5400583,526344,Jiya Dora,25-08-1996,945427,3391429,jiya.dora@gmail.com,Telangana,782705,5,6.7,13-11-2019,07-03-2022,HDFC,11-11-2024,2608724
5400584,496259,Aaina Ravel,03-11-1982,753883,2413170,aaina.ravel@gmail.com,Uttar Pradesh,438430,20,6.8,04-03-2020,21-03-2022,HDFC,28-02-2040,1974740
5400585,518173,Urvi Samra,23-07-1988,239159,1726214,urvi.samra@gmail.com,Goa,182068,15,6.6,24-02-2019,21-03-2022,CANARA,20-02-2034,1544146
5400586,443531,Gatik Dada,25-09-1985,697186,2663348,gatik.dada@gmail.com,Manipur,533356,10,7.4,28-08-2018,07-03-2022,IDBI,25-08-2028,2129992
5400587,505345,Neysa Saran,20-03-1990,737103,3778828,neysa.saran@gmail.com,Tamil Nadu,806001,20,7.1,04-10-2018,21-03-2022,HDFC,29-09-2038,2972827
5400588,541900,Nitara Ramachandran,17-12-1994,826661,1127901,nitara.ramachandran@gmail.com,Haryana,505732,10,7.6,27-06-2019,07-03-2022,PNB,24-06-2029,622169
5400589,545539,Nitara Ramesh,22-07-1992,962793,2035501,nitara.ramesh@gmail.com,Meghalaya,513135,5,6,20-10-2020,01-03-2022,SBI,19-10-2025,1522366
5400590,488090,Samiha Lall,16-04-1989,929134,2302370,samiha.lall@gmail.com,Telangana,780146,5,6.6,05-01-2019,07-03-2022,ICICI,04-01-2024,1522224
5400591,452559,Ehsaan Comar,31-10-1983,106432,2591331,ehsaan.comar@gmail.com,Gujarat,817688,20,7.3,19-06-2020,07-03-2022,IDBI,14-06-2040,1773643
5400592,538468,Kavya Baral,07-01-1997,635260,1367772,kavya.baral@gmail.com,Telangana,443285,5,6.7,30-11-2019,15-03-2022,CANARA,28-11-2024,924487
5400593,475305,Adira Arora,08-11-1982,897645,3378865,adira.arora@gmail.com,Chhattisgarh,466287,10,7.2,23-05-2019,15-03-2022,CITI,20-05-2029,2912578
5400594,570697,Dhruv Karpe,22-06-1996,629838,1229182,dhruv.karpe@gmail.com,Andhra Pradesh,183756,20,7.3,18-01-2021,07-03-2022,IDBI,13-01-2041,1045426
5400595,401243,Ojas Srinivasan,09-07-1982,569204,1061130,ojas.srinivasan@gmail.com,Tripura,842473,15,6.7,23-08-2020,07-03-2022,PNB,20-08-2035,218657
5400596,408994,Advika Gara,05-06-1993,391116,1297266,advika.gara@gmail.com,Haryana,521718,10,6.6,03-08-2018,01-03-2022,HDFC,31-07-2028,775548
5400597,507046,Diya Dada,10-02-1985,839063,4845205,diya.dada@gmail.com,Tamil Nadu,521770,5,7.7,07-12-2018,21-03-2022,ICICI,06-12-2023,4323435
5400598,538428,Aaryahi Dugar,11-09-1991,878368,3588912,aaryahi.dugar@gmail.com,Jharkhand,263168,15,6.1,28-07-2019,01-03-2022,CITI,24-07-2034,3325744
5400599,493699,Keya Dani,22-07-1985,260767,2415787,keya.dani@gmail.com,Tamil Nadu,663250,10,5.9,11-04-2021,15-03-2022,CITI,09-04-2031,1752537
5400600,473147,Vidur Solanki,16-05-1993,738416,2211490,vidur.solanki@gmail.com,Rajasthan,832615,20,6.2,26-06-2019,15-03-2022,AXIS,21-06-2039,1378875
5400601,462610,Shray Rao,22-12-1993,397264,1517170,shray.rao@gmail.com,Tamil Nadu,154206,5,7.3,15-09-2018,07-03-2022,SBI,14-09-2023,1362964
5400602,415939,Indrans Dutt,16-12-1987,463822,1097570,indrans.dutt@gmail.com,Maharashtra,185822,5,6.6,02-08-2019,07-03-2022,IDBI,31-07-2024,911748
5400603,400793,Himmat Bava,19-03-1994,290982,2721219,himmat.bava@gmail.com,Himachal Pradesh,364830,20,7.3,10-11-2019,15-03-2022,CANARA,05-11-2039,2356389
5400604,438761,Drishya Rattan,01-08-1986,121480,3681877,drishya.rattan@gmail.com,Haryana,798757,20,7.2,25-07-2018,01-03-2022,PNB,20-07-2038,2883120
5400605,513114,Nirvi Loyal,20-08-1986,832715,2092858,nirvi.loyal@gmail.com,Mizoram,287833,20,6.1,14-07-2020,07-03-2022,IDBI,09-07-2040,1805025
5400606,487096,Himmat Chaudhary,28-01-1997,496311,2931620,himmat.chaudhary@gmail.com,Odisha,845325,15,7,26-06-2018,07-03-2022,HDFC,22-06-2033,2086295
5400607,524973,Devansh Datta,23-08-1992,370817,2105807,devansh.datta@gmail.com,Assam,703945,10,6.3,05-07-2020,07-03-2022,PNB,03-07-2030,1401862
5400608,572261,Anay Kar,12-05-1982,949209,1280888,anay.kar@gmail.com,Himachal Pradesh,784425,10,7.7,29-03-2021,07-03-2022,HDFC,27-03-2031,496463
5400609,597796,Akarsh Dey,31-10-1983,504197,2641802,akarsh.dey@gmail.com,Manipur,763370,15,6.7,24-09-2019,21-03-2022,PNB,20-09-2034,1878432
5400610,406790,Ivan Goda,10-04-1989,591984,4553256,ivan.goda@gmail.com,Bihar,477514,5,7.3,26-06-2019,15-03-2022,HDFC,24-06-2024,4075742
5400611,586741,Fateh Kumer,31-07-1995,847504,4085236,fateh.kumer@gmail.com,West Bengal,710577,10,6,09-04-2020,15-03-2022,HDFC,07-04-2030,3374659
5400612,405895,Badal Devan,13-03-1995,779602,3256564,badal.devan@gmail.com,Uttarakhand,372279,5,7.7,31-03-2020,15-03-2022,IDBI,30-03-2025,2884285
5400613,402768,Parinaaz Bhalla,04-05-1988,741525,4708887,parinaaz.bhalla@gmail.com,Jharkhand,724638,5,6,13-03-2020,07-03-2022,PNB,12-03-2025,3984249
5400614,549611,Yuvraj  Bains,24-01-1987,276209,1676678,yuvraj.bains@gmail.com,West Bengal,595871,10,6.9,08-09-2019,21-03-2022,IDBI,05-09-2029,1080807
5400615,427153,Heer Kohli,27-06-1991,422135,4530508,heer.kohli@gmail.com,Sikkim,459828,5,7.2,15-10-2019,07-03-2022,SBI,13-10-2024,4070680
5400616,500353,Anaya Karnik,18-09-1996,427678,2915165,anaya.karnik@gmail.com,Telangana,435304,5,6.8,01-02-2021,01-03-2022,CANARA,31-01-2026,2479861
5400617,538176,Ritvik Goel,28-06-1983,386836,2013911,ritvik.goel@gmail.com,Tamil Nadu,236804,10,7,20-09-2018,07-03-2022,PNB,17-09-2028,1777107
5400618,523605,Nirvi Sarma,21-08-1990,317306,1040603,nirvi.sarma@gmail.com,Tripura,709289,10,7.3,13-03-2020,01-03-2022,CITI,11-03-2030,331314
5400619,548897,Rania Thakkar,23-03-1993,763750,1792180,rania.thakkar@gmail.com,Goa,476822,20,6.6,11-09-2019,07-03-2022,AXIS,06-09-2039,1315358
5400620,508710,Jayan Chadha,22-07-1995,488707,1242264,jayan.chadha@gmail.com,Gujarat,737750,10,7.4,05-08-2019,01-03-2022,PNB,02-08-2029,504514
5400621,550149,Samaira Chander,20-05-1984,365519,3156520,samaira.chander@gmail.com,Haryana,224924,5,6.5,25-09-2018,01-03-2022,IDBI,24-09-2023,2931596
5400622,460010,Tanya Sant,08-07-1990,518820,3177717,tanya.sant@gmail.com,Mizoram,382001,10,8.1,25-08-2019,15-03-2022,ICICI,22-08-2029,2795716
5400623,582765,Hrishita Dani,28-02-1987,114275,3186867,hrishita.dani@gmail.com,West Bengal,810356,5,6.1,27-12-2018,07-03-2022,SBI,26-12-2023,2376511
5400624,509230,Keya Wagle,06-11-1996,554881,1895754,keya.wagle@gmail.com,Odisha,367084,20,6.8,24-08-2019,07-03-2022,ICICI,19-08-2039,1528670
5400625,582543,Tiya Saha,05-07-1987,952337,4125087,tiya.saha@gmail.com,Chhattisgarh,402104,20,6.3,17-06-2019,07-03-2022,SBI,12-06-2039,3722983
5400626,426436,Vardaniya Ray,27-07-1991,722948,1676324,vardaniya.ray@gmail.com,Karnataka,553709,15,7.6,22-11-2020,07-03-2022,CITI,19-11-2035,1122615
5400627,483814,Vanya Ravel,18-05-1991,572900,1752985,vanya.ravel@gmail.com,Punjab,290274,5,7.4,09-09-2019,15-03-2022,AXIS,07-09-2024,1462711
5400628,538804,Himmat Bumb,09-08-1983,577998,3139612,himmat.bumb@gmail.com,Assam,771081,15,7.6,12-10-2018,21-03-2022,SBI,08-10-2033,2368531
5400629,550188,Shalv Bhalla,28-10-1985,581830,3592283,shalv.bhalla@gmail.com,Uttarakhand,197371,10,6.5,20-11-2020,15-03-2022,AXIS,18-11-2030,3394912
5400630,585744,Vaibhav Walla,24-09-1996,145783,1514462,vaibhav.walla@gmail.com,Andhra Pradesh,418250,10,7.6,28-06-2019,07-03-2022,PNB,25-06-2029,1096212
5400631,418225,Indranil Sur,17-09-1991,224991,3355088,indranil.sur@gmail.com,Andhra Pradesh,165433,10,7.6,03-10-2018,15-03-2022,AXIS,30-09-2028,3189655
5400632,538201,Trisha Badal,09-02-1987,429682,2062822,trisha.badal@gmail.com,Meghalaya,596156,5,7.2,01-06-2019,01-03-2022,ICICI,30-05-2024,1466666
5400633,432955,Jayant Ramakrishnan,29-03-1988,818881,4421780,jayant.ramakrishnan@gmail.com,Mizoram,379290,10,6.5,10-01-2020,07-03-2022,HDFC,07-01-2030,4042490
5400634,450344,Shalv Mangat,01-03-1989,128218,2248697,shalv.mangat@gmail.com,Punjab,480573,10,8,01-11-2019,15-03-2022,IDBI,29-10-2029,1768124
5400635,431274,Zara Mahajan,01-08-1984,463332,4093301,zara.mahajan@gmail.com,Andhra Pradesh,498846,10,7.3,09-10-2018,07-03-2022,AXIS,06-10-2028,3594455
5400636,430699,Kabir Roy,07-02-1990,794124,4566065,kabir.roy@gmail.com,Mizoram,370010,15,7.4,13-12-2019,07-03-2022,CANARA,09-12-2034,4196055
5400637,497227,Nirvi Viswanathan,16-01-1986,828393,3365039,nirvi.viswanathan@gmail.com,Mizoram,153430,10,6.5,07-11-2019,15-03-2022,CITI,04-11-2029,3211609
5400638,544804,Amira Bakshi,03-07-1988,470635,1040721,amira.bakshi@gmail.com,Tamil Nadu,712435,5,6.2,15-09-2020,15-03-2022,CANARA,14-09-2025,328286
5400639,538951,Sahil Kala,09-02-1983,374588,1884861,sahil.kala@gmail.com,Maharashtra,569055,20,7.1,15-08-2018,21-03-2022,ICICI,10-08-2038,1315806
5400640,532954,Indrans Singh,08-07-1987,797813,3338291,indrans.singh@gmail.com,Uttar Pradesh,483343,5,6.5,04-03-2020,21-03-2022,IDBI,03-03-2025,2854948
5400641,549321,Damini Bakshi,22-05-1987,827557,2786697,damini.bakshi@gmail.com,Manipur,550584,20,7.2,05-08-2020,21-03-2022,HDFC,31-07-2040,2236113
5400642,501185,Samar Sem,29-08-1996,901620,4461528,samar.sem@gmail.com,Bihar,783951,5,7.5,05-03-2021,01-03-2022,HDFC,04-03-2026,3677577
5400643,589742,Ayesha Acharya,17-06-1996,748311,4493722,ayesha.acharya@gmail.com,Sikkim,315151,15,6.4,02-06-2018,07-03-2022,IDBI,29-05-2033,4178571
5400644,523748,Yasmin Gole,14-03-1988,501378,4656400,yasmin.gole@gmail.com,Manipur,201291,10,7.6,28-01-2021,21-03-2022,ICICI,26-01-2031,4455109
5400645,552490,Jiya Rama,12-10-1985,881608,3969068,jiya.rama@gmail.com,Rajasthan,306287,20,7.1,16-12-2018,07-03-2022,SBI,11-12-2038,3662781
5400646,527133,Kiaan Krishnan,10-11-1982,596653,1526777,kiaan.krishnan@gmail.com,Meghalaya,241182,15,6.1,10-06-2020,15-03-2022,ICICI,07-06-2035,1285595
5400647,507962,Nitara Roy,04-08-1994,496168,1643577,nitara.roy@gmail.com,Assam,392104,5,8.1,28-09-2019,15-03-2022,HDFC,26-09-2024,1251473
5400648,437254,Anya Bahl,11-08-1986,756680,1824356,anya.bahl@gmail.com,Meghalaya,159739,15,7.3,13-01-2021,15-03-2022,SBI,10-01-2036,1664617
5400649,586862,Hridaan Khatri,04-05-1987,781847,2958163,hridaan.khatri@gmail.com,Jharkhand,267812,20,7.1,29-10-2018,21-03-2022,SBI,24-10-2038,2690351
5400650,495384,Vritika Karan,04-07-1992,708002,2786280,vritika.karan@gmail.com,Haryana,517226,5,7.6,16-05-2019,15-03-2022,HDFC,14-05-2024,2269054
5400651,539417,Samiha Vig,13-11-1988,386051,2741353,samiha.vig@gmail.com,Maharashtra,719974,20,7.6,19-01-2021,07-03-2022,AXIS,14-01-2041,2021379
5400652,510768,Vidur Sagar,31-03-1985,934358,1092095,vidur.sagar@gmail.com,Manipur,799010,10,7.8,28-11-2018,21-03-2022,AXIS,25-11-2028,293085
5400653,409032,Advika Kaul,28-08-1990,493734,2616431,advika.kaul@gmail.com,Mizoram,498262,10,7.2,26-03-2020,07-03-2022,IDBI,24-03-2030,2118169
5400654,490356,Siya Mane,24-04-1992,583396,2985927,siya.mane@gmail.com,Andhra Pradesh,212125,20,6.3,24-12-2019,01-03-2022,CITI,19-12-2039,2773802
5400655,482238,Ryan Chatterjee,06-04-1985,504443,1126123,ryan.chatterjee@gmail.com,West Bengal,813057,15,7.5,20-10-2019,07-03-2022,IDBI,16-10-2034,313066
5400656,548665,Advika Chanda,05-02-1983,657204,4665326,advika.chanda@gmail.com,Goa,675680,5,7.3,29-12-2020,01-03-2022,AXIS,28-12-2025,3989646
5400657,530682,Kiaan Kata,18-01-1987,344911,2636419,kiaan.kata@gmail.com,Tamil Nadu,620162,15,6.4,01-08-2018,15-03-2022,ICICI,28-07-2033,2016257
